id,user_id,account_id,category_id,amount,type,description,date,is_recurring,recurrence_rule,is_reviewed,to_account_id,created_at,updated_at,contact_id
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nghe nhạc,99000.0,expense,Phí Apple Music,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,32000.0,expense,Ăn cơm gà xối mỡ,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,25000.0,expense,Ăn hủ tiếu gõ,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Dụng cụ thể thao,70000.0,expense,Mua tất cầu lông,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,40000.0,expense,Mua 2 ca trà đá,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,3000.0,expense,Mua ly đá ở 7Eleven,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Di chuyển xa,29000.0,expense,Phí 10% trả vé của Phương Trang,2025-07-31,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Trả nợ,5000000.0,expense,Trả lại mẹ tiền đi Thái của Phúc,2025-07-30,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,4450000.0,income,Cô bảy giả lại tiền cọc của Yến,2025-07-31,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,78000.0,expense,Ăn McDonald với anh Tấn,2025-08-01,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Trả nợ,570000.0,expense,Trả ba tiền 2 vé xe Phương Trang,2025-08-01,NULL,NULL,NULL,Ba,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,600000.0,income,Ba không nhận tiền vé :v,2025-08-01,NULL,NULL,NULL,Ba,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,10000.0,expense,Gửi xe sân cầu lông đánh giải,2025-08-02,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông đánh giải,2025-08-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,130000.0,expense,Trả anh bâu tiền ăn Pizza Company,2025-08-02,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Dụng cụ thể thao,40000.0,expense,Mua quấn cán vải cầu lông,2025-08-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,50000.0,expense,Đổ xăng lần 1,2025-08-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,25000.0,expense,Mua hộp kẹo sin gum,2025-08-02,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,AI,379000.0,expense,Phí mua ChatGPT Plus,2025-08-04,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,600000.0,expense,Trả mẹ tiền mua quà từ dưới quê cho ín,2025-08-04,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,663406.0,income,Rút tiền từ ví ShopeePay,2025-08-04,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Trả nợ,444444.0,expense,Trả lại em zai tiền mua đồ Shopee,2025-08-04,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 2,2025-08-07,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-08-07,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,70000.0,expense,Đánh cầu vãng lai,2025-08-07,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,39000.0,expense,Ăn McDonald,2025-08-07,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,38000.0,expense,Ăn bò né để đánh cầu,2025-08-07,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,60000.0,expense,Mua đồ shopee,2025-08-07,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,40000.0,income,Chị Ngọc trả lại tiền ăn mua trà đá,2025-08-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,923400.0,expense,Đãi mn ăn lẩu đài loan dịp sinh nhật,2025-08-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,2784734.0,expense,Em zai mua đồ shopee,2025-08-07,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,960000.0,income,Em zai giả lại tiền mua đồ shopee,2025-08-08,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Nhận lại nợ,1500000.0,income,Em zai giả lại tiền mua đồ shopee,2025-08-08,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,20000.0,expense,Gửi xe civic ở Vạn Hạnh Mall,2025-08-09,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,500000.0,expense,Cho em zai tiền vu vơ,2025-08-09,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,120000.0,income,Em zai giả lại tiền mua nhờ mua ghế,2025-08-08,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Người thân cho tiền,500000.0,income,Cho ba tiền sinh nhật,2025-08-08,NULL,NULL,NULL,Ba,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Người thân cho tiền,3300000.0,income,Mẹ cho tiền sinh nhật & tiền mua đồ,2025-08-08,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,50000.0,expense,Gửi xe ở Coffee House,2025-08-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,50000.0,expense,Gửi xe ở Rooftop Soul Classic,2025-08-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,49000.0,expense,Mua nước ở Coffee House cho em zai đi học với thầy Phong,2025-08-10,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Xăng xe,569913.0,expense,Đổ xăng civic,2025-08-10,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,115000.0,expense,Đi rooftop với ín,2025-08-10,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,525000.0,expense,Dẫn ín đi ăn Calore Eatery,2025-08-10,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,221506.0,income,UEH giả lại tiền bảo hiểm,2025-08-10,NULL,NULL,NULL,Đối tác,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,530000.0,expense,Đi bliss với ín,2025-08-10,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,50000.0,expense,Đổ xăng lần 3,2025-08-12,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,12000.0,expense,"Gửi xe ở sân bay, cho cả dượng Luân",2025-08-12,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-08-11,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-08-13,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,39000.0,expense,Mua 3 gói mì Omachi của anh Tán,2025-08-13,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-08-13,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,75000.0,expense,Đánh cầu vãng lai,2025-08-13,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,28000.0,expense,Chuyển tiền ăn phở 25k cho chị Nhi,2025-08-13,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Chuyển tiền,500000.0,NULL,Đổi tiền mặt với dì Nguyệt,2025-08-05,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,580000.0,expense,Mua hoa cho ín,2025-08-14,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,10000.0,expense,Mua Sprite trả cho dì Nguyệt,2025-08-14,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,52000.0,expense, Mua đồ uống bao anh bâu và bà má,2025-08-14,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,6000.0,expense,Gửi xe Thảo Điền Mall,2025-08-14,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 4,2025-08-14,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Lương chính,13305300.0,income,Lương tháng 7-8,2025-08-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,2500000.0,expense,Cho mẹ tiền hằng tháng,2025-08-15,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Crypto,2000000.0,NULL,Mua 2tr SUI,2025-08-15,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Chuyển tiền,3000000.0,NULL,Nộp tiền mặt vào techcombank,2025-08-15,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Hớt tóc,70000.0,expense,Hớt tóc,2025-08-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,33000.0,expense,Ăn cơm gà xối mỡ,2025-08-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe ở Vạn Hạnh Mall,2025-08-17,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,500400.0,expense,Dẫn ín đi ăn WOW Yakiniku,2025-08-17,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,12000.0,expense,Ăn kem ở Lotteria,2025-08-17,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Điện thoại,50000.0,expense,Nạp tiền điện thoại,2025-08-17,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,123000.0,expense,Bao mn trên cty ún Highland,2025-08-18,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,19000.0,expense,Mua hộ anh Tấn xiên thịt,2025-08-18,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-08-18,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,51500.0,expense,góp tiền mua Halli Galli,2025-08-19,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 4,2025-08-20,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,36000.0,expense,Mua 2 xiên thịt ở 7eleven,2025-08-20,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho mượn tiền,3000000.0,expense,Cho chú tí mượn 3tr,2025-08-20,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,20000.0,expense,Mua cf ở gs25,2025-08-21,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Thuốc,20000.0,expense,Mua thuốc tiêu hoá ở LC,2025-08-21,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Thuốc,118000.0,expense,Mua thuốc bao tử cho ín ở LC,2025-08-22,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Người thân cho tiền,200000.0,income,Thắng em trai HaliGali,2025-08-22,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Người thân cho tiền,200000.0,income,Cô sáu cho tiền,2025-08-22,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,200000.0,expense,Cho mẹ 200k bù tiền mua nước ở sân bay,2025-08-22,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Cho tiền người thân,200000.0,expense,Trả lại em zai tiền thua HaliGali,2025-08-22,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,362000.0,expense,Ăn đồ hấp với anh bâu bà Ngọc,2025-08-23,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,590000.0,expense,Mua quà sn ở UNIQLO cho bà Ngọc,2025-08-23,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,185000.0,expense,Ăn gà khổng lồ với ín,2025-08-23,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 5,2025-08-24,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,15000.0,expense,Mua xiên ăn với mì trả cho anh Tấn,2025-08-25,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,10000.0,expense,Mua bánh flan của anh bâu,2025-08-26,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 6,2025-08-28,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dụng cụ thể thao,500000.0,expense,Cọc 500k mua vợt Lining Axforce Cannon Pro,2025-08-27,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dụng cụ thể thao,1650000.0,expense,Trả phần còn lại của vợt,2025-08-28,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,146000.0,expense,Ăn Jolibee với ín,2025-08-28,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,7000.0,expense,Ăn kem Jolibee với ín,2025-08-28,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Dụng cụ thể thao,10000.0,expense,Mua quấn cán đen,2025-08-28,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,361000.0,expense,Ăn hadilao ctay chị Mùa thu hà nội,2025-08-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,28000.0,expense,Góp tiền làm scrapbook tặng chị Mùa thu hà nội,2025-08-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nghe nhạc,99000.0,expense,Phí Apple Music,2025-08-30,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,180000.0,expense,Bao tụi nhỏ đi ăn cơm gà,2025-08-31,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Xăng xe,700000.0,expense,Đổ xăng civic,2025-08-31,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,430000.0,expense,Đi chơi VR ở Nha Trang với tụi nhó,2025-09-01,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,1098360.0,expense,Dẫn tụi nhỏ đi ăn ở Làng Tôm Nha Trang,2025-09-01,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,383000.0,income,Em zai giả tiền đi chơi Nha Trang,2025-09-01,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Nhận lại nợ,763000.0,income,Bé Ty & chị Quỳnh giả tiền chơi Nha Trang,2025-09-01,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,500000.0,expense,Cho ín tiền đi tiêm uốn ván ở VNVC,2025-09-03,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-09-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Hoạt động thể thao,70000.0,expense,Đánh cầu vãng lai,2025-09-03,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,126000.0,expense,Ăn McDonald với team đánh cầu,2025-09-03,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,36000.0,income,Vĩ giả lại tiền ăn McDonald,2025-09-03,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Nhận lại nợ,65000.0,income,Chị Nhi giả lại tiền ăn McDonald,2025-09-03,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,15000.0,expense,Mua Revive Chanh muối ,2025-09-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,3000000.0,income,Chú tí trả tiền 3tr cho mượn,2025-09-04,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Thưởng,100000.0,income,Nhà nước cho 100k tiền mừng Quốc Khánh,2025-09-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Người thân cho tiền,500000.0,income,Ín giả lại tiền đi tiêm uốn ván,2025-09-04,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,51000.0,expense,Mua quà sn cho anh Hào,2025-09-04,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,47000.0,expense,Đánh cầu với nhóm của Long,2025-09-06,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,580000.0,expense,Đi bliss với ín,2025-09-06,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 1,2025-09-07,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,183480.0,expense,Ăn Jolibee với ín,2025-09-07,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,39000.0,expense,Ăn trưa McDonald ở cty,2025-09-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,1548144.0,expense,Mua đồ shopee,2025-09-09,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,34237.0,expense,Ăn trưa mỳ ký gia,2025-09-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,76000.0,expense,Mua thỏi phấn mắt 3 màu,2025-09-09,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,13000.0,expense,Ăn hộp mỳ trộn của anh bâu,2025-09-09,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,44127.0,expense,Ăn trưa cơm xá xíu,2025-09-10,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,AI,389000.0,expense,Mua GPT từ anh Hiếu,2025-09-10,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-09-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,75000.0,expense,Đánh cầu vãng lai,2025-09-10,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,190000.0,expense,Chia tiền ăn Hương Bắc với bà ngọc với anh bâu,2025-09-10,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,1346960.0,expense,Thèn phúc mua đồ shopee,2025-09-09,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 2,2025-09-11,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,395404.0,income,Thèn phúc giả lại tiền mua đồ shopee,2025-09-11,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Thưởng,1000000.0,income,FPT thưởng 1 tr ngày Quốc Khánh,2025-09-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,1000000.0,expense,Cho ín 1tr,2025-09-12,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,15000.0,expense,Mua cà phê,2025-09-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
